INSEE_COM;Part des cadres et prof. intellectuelles sup. dans le nb d’emplois au LT 2018;Part des prof. intermédiaires dans le nb d’emplois au LT 2018;Part des employés dans le nb d’emplois au LT 2018;Part des ouvriers dans le nb d’emplois au LT 2018;Part des artisans, commerçants, chefs d’ent. dans le nb d’emplois au LT 2018;Part des agriculteurs expl. dans le nb d’emplois au LT 2018;Artisans, commerçants, chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédaires;Employés;Ouvriers;Nb d'emplois au lieu de travail (LT) 2018;Part des emplois sal. dans le nb d’emplois au LT 2018;Part des emplois non sal. dans le nb d’emplois au LT 2018
45004;10.2;30.3;35.3;20.4;3.5;0.3;278;810;2413;2809;1618;8114;93.7;6.3
45005;0;0;14.3;14.4;14.3;57;5;0;0;5;5;30;51.6;48.4
45006;22.5;30.3;25.6;15.3;6.3;0;59;210;282;239;142;876;94.6;5.4
45008;6;28.2;17.9;42.1;4.7;1.1;62;78;370;234;553;1427;93.8;6.2
45009;0;23.6;31.5;13.4;18;13.5;20;0;26;35;15;90;65.5;34.5
45010;6.2;16.1;15;51.2;11.5;0;47;25;66;61;210;400;87.6;12.4
45011;0;0;0;50.3;33.1;16.6;10;0;0;0;15;33;45.6;54.4
45012;9.9;10;10.3;69.8;0;0;0;5;5;5;35;38;84;16
45013;1.8;0;26.6;35.7;26.9;9;15;1;0;15;20;74;79.3;20.7
45014;7.1;7;6.9;31.1;34.3;13.7;25;5;5;5;23;44;70.3;29.7
45015;2.4;18;19.3;35.3;8.7;16.4;18;5;38;41;75;213;81.1;18.9
45016;4.8;21.1;25.5;35.9;5.5;7.3;15;13;58;70;99;268;81.9;18.1
45017;0;12.7;24.9;12.3;12.7;37.5;5;0;5;10;5;32;35.3;64.7
45018;4.6;11.6;37.7;27.8;9.1;9.2;20;10;25;81;60;178;84.4;15.6
45019;0;20.7;7;23.7;14;34.6;10;0;15;5;17;79;48.5;51.5
45020;3.5;11.8;17.7;37.2;23.9;6;20;3;10;15;32;99;74.2;25.8
45021;51.4;0;48.6;0;0;0;0;5;0;5;0;21;66.6;33.4
45022;0;9.1;35.8;18.5;18.4;18.1;10;0;5;20;10;47;61.7;38.3
45023;0;0;0;50;0;50;0;0;0;0;5;13;30.7;69.3
45024;6.6;26.8;33.8;22.4;9.3;1.1;82;59;239;301;200;854;88.7;11.3
45025;9.8;26.8;15.3;28.6;13.9;5.5;50;35;97;55;103;356;79.8;20.2
45026;12.4;28.2;16.6;25.3;9.2;8.2;11;15;33;20;30;95;73;27
45027;0;37;12.5;0;12.5;37.9;5;0;15;5;0;36;44.3;55.7
45028;13.1;22.6;31.7;25.2;7.2;0.2;166;303;522;733;582;2196;88.3;11.7
45029;14.1;17.4;24.5;35.2;5.3;3.5;15;40;50;70;100;293;75.1;24.9
45030;11.3;27.7;35.8;20.6;3;1.5;41;153;373;482;278;1298;89.4;10.6
45031;10.2;22.3;32.9;24.7;8.3;1.5;75;93;204;301;226;938;87.9;12.1
45032;0;40.1;0;19.8;19.9;20.3;10;0;20;0;10;38;55.2;44.8
45033;19.9;0;39.7;19.9;0;20.6;0;5;0;10;5;25;51.9;48.1
45034;21.8;21.6;35.5;17.9;3.2;0;58;393;389;641;322;1856;96.4;3.6
45035;13.2;8;28.7;31.8;15.8;2.6;30;25;15;55;61;210;69.9;30.1
45036;0;15.7;46.1;21.6;16.5;0;20;0;19;55;26;98;82.9;17.1
45037;0;29.8;19.7;30.8;19.7;0;10;0;15;10;16;38;84.2;15.8
45038;0;0;46.8;0;35.6;17.6;10;0;0;13;0;25;52.6;47.4
45039;8.3;16.5;41.1;20.4;13.6;0;33;20;40;101;50;239;81.9;18.1
45040;5.2;18.1;42.1;24.5;8.7;1.4;64;38;133;310;181;631;85.3;14.7
45041;0;0;0;50;0;50;0;0;0;0;5;9;33.5;66.5
45042;11.7;27.9;16.5;28.4;15.4;0;45;34;81;48;83;256;78.1;21.9
45043;5.7;17.6;32.6;21.1;22.9;0;20;5;15;28;18;70;73.5;26.5
45044;0;0;0;33.2;0;66.8;0;0;0;0;5;15;27;73
45045;0;0;0;55.9;11;33.1;5;0;0;0;26;33;50.1;49.9
45046;11.5;24.8;52.3;10.8;0;0.5;0;111;239;504;104;1002;97.7;2.3
45047;0;3.7;76.8;0;19.4;0;5;0;1;20;0;30;56.7;43.3
45049;5.2;12.9;10.3;40.9;10.2;20.5;20;10;25;20;80;138;75.4;24.6
45050;6.1;18.5;13.9;52.5;7.5;1.4;27;22;67;50;190;354;85.7;14.3
45051;11.6;16.3;8.8;54.5;6.3;2.5;25;46;65;35;217;449;83.7;16.3
45052;;;;;;;0;0;0;0;0;16;31.3;68.7
45053;11.8;23.2;26.7;30;7.8;0.5;149;228;448;514;579;1973;87.2;12.8
45054;10;9.8;20.2;30.6;29.5;0;15;5;5;10;15;49;52.9;47.1
45055;8.2;26.6;55.2;7.9;1.5;0.7;20;112;364;757;108;1354;98.3;1.7
45056;0;0;0;0;50.3;49.7;5;0;0;0;0;18;22.3;77.7
45058;0;0;25;25;0;50;0;0;0;5;5;10;40.1;59.9
45059;39;30.5;0;30.5;0;0;0;6;5;0;5;29;83;17
45060;15.1;7.7;11.6;50.1;3.9;11.6;5;20;10;15;65;146;86.1;13.9
45061;9.7;17.5;21.9;36.1;14.8;0;41;27;49;61;100;323;79.5;20.5
45062;6.5;15;22.1;48.5;6;1.9;31;34;79;116;254;535;87.9;12.1
45063;3.2;22.7;25.7;25.9;22.4;0;35;5;35;40;40;159;64.8;35.2
45064;4.5;15.8;32.3;16;31.4;0;20;3;10;20;10;81;68.2;31.8
45065;;;;;;;0;0;0;0;0;13;15.5;84.5
45066;0;7.1;29.5;14.4;14.7;34.1;10;0;5;20;10;65;44.5;55.5
45067;10.3;26.7;17;39.3;6.2;0.4;67;111;288;183;423;1027;84.8;15.2
45068;14.9;28.1;21.6;30.2;4.8;0.4;213;664;1251;965;1348;4318;93.4;6.6
45069;2.7;13.2;28.9;44.7;5.4;5.3;10;5;25;55;85;173;83.5;16.5
45070;;;;;;;0;0;0;0;0;12;66.8;33.2
45072;13.2;26.2;43.2;16.7;0.6;0;3;63;125;206;80;474;94;6
45073;0;15.3;31.3;8;30.2;15.1;19;0;10;20;5;64;59.2;40.8
45074;0;0;0;0;0;100;0;0;0;0;0;6;16.2;83.8
45075;18.3;31.8;24.8;20.9;3.9;0.4;131;617;1071;837;704;3373;93;7
45076;0;22.4;22.4;32.7;22.4;0;5;0;5;5;8;24;48;52
45077;0;17.5;27.4;34.9;20.2;0;6;0;5;8;10;51;72.3;27.7
45078;0;0;48.3;51.7;0;0;0;0;0;5;5;27;44.7;55.3
45079;0;0;0;0;0;100;0;0;0;0;0;15;46.7;53.3
45080;0;0;14.5;13.8;29.1;42.5;10;0;0;5;5;45;36.3;63.7
45081;0;9;21.8;27.5;41.8;0;29;0;6;15;19;102;59;41
45082;11.5;25.2;25.4;31;6.6;0.4;223;390;853;861;1050;3364;89.8;10.2
45083;9.3;22;29.9;25.3;10.1;3.4;105;96;228;310;262;937;85;15
45084;0;7.6;30.3;24.1;7.6;30.4;5;0;5;20;16;49;55.9;44.1
45085;4.9;17.2;41.1;22.2;13;1.6;83;31;110;263;142;671;82.7;17.3
45086;12.4;0;12.4;37.4;37.7;0;15;5;0;5;15;36;61.1;38.9
45087;11.2;21.9;36.2;11.5;15.3;3.8;81;59;115;190;60;558;71.9;28.1
45088;20.1;10.1;0;29.6;10.1;30.2;5;10;5;0;15;31;39.8;60.2
45089;18.3;24.3;32.3;19.8;4.9;0.4;131;482;641;853;522;2639;90.5;9.5
45091;0;23.8;47.6;0;4.8;23.8;1;0;5;10;0;27;44.4;55.6
45092;3.3;5.1;27.5;38;26;0;39;5;8;41;57;147;72.1;27.9
45093;10.5;19.3;21.9;40;5.5;2.8;49;93;171;195;356;875;88.9;11.1
45094;0;0;75.1;0;24.9;0;5;0;0;15;0;20;55;45
45095;6.6;16.9;25.4;37.8;9.4;4;34;24;61;92;137;374;81.6;18.4
45096;0;16.5;50;16.9;16.6;0;10;0;10;30;10;52;71.2;28.8
45097;10.3;19.6;20.9;20;23.9;5.3;45;20;37;40;38;182;63;37
45098;6.9;23.5;27.6;26.2;12.4;3.3;75;42;143;168;159;545;76.2;23.8
45099;0;9.5;28.5;24.2;0;37.7;0;0;5;15;13;34;40.6;59.4
45100;38;23.9;0;0;38;0;5;5;3;0;0;36;58;42
45101;0;28.4;0;42.9;28.7;0;10;0;10;0;15;26;69.3;30.7
45102;0;0;51.1;0;48.9;0;10;0;0;10;0;34;64.7;35.3
45103;9.2;22.7;30.5;25.8;7.5;4.3;35;43;107;143;121;424;84.2;15.8
45104;4.3;22.5;27.1;32.4;13.6;0;61;19;101;121;145;446;82.7;17.3
45105;0;33.6;0;33.6;0;32.8;0;0;5;0;5;16;43.9;56.1
45107;0;0;0;39;0;61;0;0;0;0;3;25;68.2;31.8
45108;6;19.3;21.1;42.1;7.9;3.5;45;34;110;120;240;597;80.5;19.5
45109;7.3;29.3;22;11.4;22.6;7.4;16;5;20;15;8;50;65.6;34.4
45110;11.6;11.6;8;11.3;46;11.5;20;5;5;4;5;29;54.3;45.7
45111;16.6;8.3;8.4;50;8.3;8.3;5;10;5;5;30;45;64.4;35.6
45112;20.2;7.1;12;12.5;23.9;24.3;10;8;3;5;5;51;42.9;57.1
45113;0;10;0;10.1;39.9;39.9;20;0;5;0;5;31;32.4;67.6
45114;0;40.3;0;39.8;0;19.9;0;0;10;0;10;25;48.2;51.8
45115;9.1;18.3;24.1;40.1;6.8;1.6;85;115;231;303;506;1440;85.7;14.3
45116;3.7;6.4;12.7;19.2;12.9;45;10;3;5;10;15;97;48.4;51.6
45118;0;0;23.3;18.4;23.2;35.2;10;0;0;10;8;31;51.4;48.6
45119;4.5;27.3;39.5;22.2;1.3;5.3;5;17;106;153;86;490;89;11
45120;0;0;0;34.4;0;65.6;0;0;0;0;13;32;56.5;43.5
45121;7.4;7.4;26.3;44.3;7.4;7.4;5;5;5;18;30;51;60.9;39.1
45122;18.8;43.2;10.5;23.7;2.4;1.4;51;403;925;226;508;2183;96.2;3.8
45123;0;16.7;23.8;29.8;17.8;11.9;30;0;28;40;50;196;70;30
45124;0;0;0;0;100;0;10;0;0;0;0;18;44.3;55.7
45125;0;0;0;0;100;0;5;0;0;0;0;8;37.8;62.2
45126;8.2;24.6;22.4;30.4;9.6;4.8;41;35;106;96;131;458;80.9;19.1
45127;7.1;20.1;29.6;27.3;15.9;0;100;45;126;186;172;672;79.5;20.5
45129;4.4;16.1;22.4;21.6;26.6;9;59;10;36;50;48;271;69.5;30.5
45130;2.5;20.7;43.2;27.5;6.2;0;21;9;72;149;95;387;87.8;12.2
45131;11.6;7.1;11.9;22.9;34.8;11.6;15;5;3;5;10;33;40.7;59.3
45132;0;25.1;0;37.4;0;37.4;0;0;10;0;15;39;61.7;38.3
45133;18.8;13.4;2.7;49;10.7;5.5;20;35;25;5;92;190;84.1;15.9
45134;0;28.9;12.4;36.1;14.5;8.2;35;0;70;30;88;244;73.3;26.7
45135;12.8;0;39.5;7.4;13.5;26.9;5;5;0;15;3;38;57.4;42.6
45136;0;29;27.1;0;29.8;14.1;10;0;10;9;0;47;74.3;25.7
45137;15.2;15.2;10.6;51.9;5.7;1.4;20;53;53;37;181;396;92.9;7.1
45138;0;33.5;0;0;0;66.5;0;0;5;0;0;14;57.1;42.9
45139;0;4.3;13.6;34.2;34.2;13.7;26;0;3;10;25;53;65.3;34.7
45141;0;0;14.4;57.2;14.4;14;5;0;0;5;20;37;62.1;37.9
45142;7.8;21;23.7;25.9;15.5;6.1;102;51;138;156;171;627;78.9;21.1
45143;;;;;;;0;0;0;0;0;3;65.8;34.2
45144;5.3;23.3;19.7;27;5;19.8;10;11;48;40;55;155;74.2;25.8
45145;11;22.4;26.5;27.8;10.8;1.5;135;137;279;330;347;1181;83.8;16.2
45146;15.5;24.6;30.2;21.1;8;0.6;199;387;613;753;526;2469;88.7;11.3
45147;14.2;31.3;26.5;24.2;3.7;0.1;367;1418;3123;2648;2420;10120;94.1;5.9
45148;2.8;14;20.2;52.8;10.2;0;59;16;80;116;303;602;88.2;11.8
45149;0;0;50;0;0;50;0;0;0;10;0;19;68.4;31.6
45150;0;37.8;0;0;24.9;37.3;10;0;15;0;0;24;37.7;62.3
45151;0;0;25;24.9;50.1;0;10;0;0;5;5;23;39.1;60.9
45152;0;0;0;40.5;0;59.5;0;0;0;0;10;17;47.5;52.5
45153;4;31.8;20.1;16;24.1;4;30;5;40;25;20;71;64.8;35.2
45154;14.6;40.1;12.3;30.1;2.3;0.6;36;226;623;191;468;1529;96.7;3.3
45155;9.7;28.5;26.7;30;4.9;0.2;438;868;2549;2388;2677;8927;91.5;8.5
45156;5.7;0;28.6;37.4;5.7;22.5;5;5;0;26;34;66;53.8;46.2
45157;0;16.6;39.4;4.5;15.8;23.8;10;0;11;25;3;57;47.4;52.6
45158;0;0;12.5;43.8;21.9;21.8;5;0;0;3;10;60;66.6;33.4
45159;0;0;0;0;0;100;0;0;0;0;0;13;38.4;61.6
45160;1.8;26.7;8.9;17.8;18;26.8;10;1;15;5;10;92;47.8;52.2
45161;0;15.4;23;15.5;38.4;7.7;25;0;10;15;10;60;56.7;43.3
45162;8.3;8.3;33.3;16.7;8.3;25;5;5;5;20;10;52;59.6;40.4
45164;0;42.8;16.5;8.1;16.3;16.3;10;0;26;10;5;82;76.7;23.3
45165;0;8.3;30.9;28.4;16.2;16.2;11;0;5;20;18;78;64.9;35.1
45166;0;49.3;0;50.7;0;0;0;0;5;0;5;20;35;65
45167;7.5;16.8;41.6;14.3;14.8;5.1;29;15;33;82;28;217;77;23
45168;6.2;6.4;18.6;50.3;12.4;6.2;10;5;5;15;40;57;64;36
45169;12.2;30.7;17.7;32.1;6.8;0.5;296;535;1339;774;1400;4304;91.7;8.3
45170;0;0;0;100;0;0;0;0;0;0;8;15;69.8;30.2
45171;7.9;31;23.2;30.2;7.7;0;5;5;20;15;19;59;69.6;30.4
45173;13.9;27.6;27.7;19.8;10.5;0.5;100;132;263;265;190;1086;84.2;15.8
45174;0;0;10.5;37.3;0;52.2;0;0;0;5;18;28;44.6;55.4
45175;3.5;31.2;37.1;22.5;1.9;3.8;2;5;42;50;30;165;70.2;29.8
45176;18.2;0;18.2;18.2;36.4;9.1;20;10;0;10;10;49;71.5;28.5
45177;0;41;19.7;19.7;0;19.7;0;0;10;5;5;15;60.2;39.8
45178;14.2;16.7;24.5;25.1;13.5;6.1;33;35;41;60;61;270;78.9;21.1
45179;8.7;21.6;21.9;32.5;13.2;2;66;44;108;110;163;468;79.8;20.2
45180;0;33.3;0;0;33.3;33.3;5;0;5;0;0;11;54.5;45.5
45181;0;0;50;50;0;0;0;0;0;5;5;10;60;40
45182;2.7;21.2;29;18.5;26;2.7;49;5;40;55;35;151;61.9;38.1
45183;0;0;0;0;0;100;0;0;0;0;0;13;15.3;84.7
45184;7.4;7.3;7.4;48.4;29.5;0;20;5;5;5;33;36;60.8;39.2
45185;10.6;37.9;31.4;20.1;0;0;0;5;18;15;10;63;88.9;11.1
45186;0;6.9;58.7;20.7;0;13.8;0;0;5;43;15;84;77.5;22.5
45187;10.1;23.9;30.4;26.9;7.5;1.2;96;128;303;385;340;1254;87.6;12.4
45188;7.3;14.3;31.3;23.9;21.9;1.3;84;28;55;120;92;401;77.8;22.2
45189;0;24.1;22.1;23.8;15;15;5;0;8;7;8;37;67.8;32.2
45191;6.9;19.5;23.6;43.8;5.4;1;200;257;729;881;1636;3582;91.8;8.2
45193;12.2;23.3;20.2;26;16.5;1.7;47;35;67;58;74;316;74.3;25.7
45194;12.4;25.7;19.1;32.9;8.6;1.4;31;45;94;70;120;421;75.7;24.3
45195;11.1;11.1;33;22.7;0;22.1;0;5;5;15;10;60;61.6;38.4
45196;4.2;21.3;30.5;27.1;8.4;8.4;9;5;24;34;31;118;71;29
45197;3.8;33.8;20;19.9;18.8;3.8;25;5;45;26;26;139;76.2;23.8
45198;0;0;49.9;25;0;25;0;0;0;10;5;24;54;46
45199;0;20.7;32.1;18.9;0;28.3;0;0;11;17;10;47;46.7;53.3
45200;18.8;26.7;30;9.4;15.1;0;21;26;36;41;13;135;71.2;28.8
45201;0;20;20.2;39.7;20.2;0;5;0;5;5;10;9;55.7;44.3
45202;0;45.7;24.2;10.2;14.9;5;14;0;44;23;10;94;79.6;20.4
45203;10.6;23.6;26.2;33;6.3;0.3;209;352;786;873;1099;3213;91.4;8.6
45204;7.2;25.4;23.7;32.9;11;0;15;10;35;33;46;99;77.5;22.5
45205;7.8;31.2;7.8;22.3;23.1;7.8;15;5;21;5;15;40;43.3;56.7
45206;10.2;20.8;32.3;6.3;0;30.5;0;5;10;16;3;44;75;25
45207;0;25.2;0;0;48.4;26.4;10;0;5;0;0;15;54.1;45.9
45208;15.1;28.6;34.9;13.6;7.6;0.2;527;1051;1989;2429;946;6893;87;13
45209;21.8;21.8;21.8;34.6;0;0;0;5;5;5;8;23;69.6;30.4
45210;9.1;18.3;0;9.1;27.1;36.4;15;5;10;0;5;67;58.1;41.9
45212;6.1;29.9;31.1;16.5;8.2;8.2;10;7;37;38;20;127;67.4;32.6
45213;7.4;24.1;22.2;35.3;6.6;4.4;15;16;54;49;79;166;77.4;22.6
45214;0;0;0;100;0;0;0;0;0;0;5;16;49.9;50.1
45215;0;0;50;0;50;0;5;0;0;5;0;19;63.2;36.8
45216;12.6;24.2;22.1;27;8.7;5.3;8;12;23;21;26;95;78.2;21.8
45217;0;33.2;0;0;0;66.8;0;0;5;0;0;15;26.6;73.4
45218;0;19.8;59.4;20.8;0;0;0;0;5;15;5;13;54;46
45219;0;0;0;59.6;20.2;20.2;5;0;0;0;15;14;57;43
45220;0;48.3;24;15.7;6.1;6.1;5;0;41;20;13;62;60.6;39.4
45222;3;14.8;26.6;31.8;20.8;3;36;5;25;45;54;114;63.5;36.5
45223;0;8.2;22.9;36.7;8.3;23.9;5;0;5;14;23;66;65.6;34.4
45224;9.8;20;29.6;34.4;5.9;0.3;116;192;392;579;673;2015;91.6;8.4
45225;0;0;52.9;21.4;25.7;0;10;0;0;21;8;42;75.2;24.8
45226;5.5;16.6;44.4;16.8;16.6;0;15;5;15;40;15;97;77.4;22.6
45227;3.2;30.2;39.7;11.2;15.7;0;25;5;48;63;18;151;75.4;24.6
45228;0;7.5;35.9;22.6;26.4;7.5;35;0;10;48;30;155;62.2;37.8
45229;10.6;17.2;17.1;47.1;7.9;0;81;109;177;176;483;1077;91.2;8.8
45230;4.6;9.3;31.9;31.5;18.3;4.6;20;5;10;35;34;73;63.1;36.9
45231;0;0;33.3;0;0;66.7;0;0;0;5;0;28;78.5;21.5
45232;18.7;28;36.3;12.1;4.6;0.2;471;1906;2851;3701;1232;10226;91;9
45233;10;40;29.9;0;20.1;0;10;5;20;15;0;31;58;42
45234;23.6;31.6;27.9;12.2;4.6;0.1;3118;16103;21576;19042;8318;68705;91.3;8.7
45235;19.1;21.8;15;41.3;2.5;0.3;114;886;1013;697;1917;4535;95.9;4.1
45237;0;0;100;0;0;0;0;0;0;5;0;10;70.3;29.7
45238;9.7;20.9;30.1;19.3;20.1;0;11;5;11;16;10;49;55;45
45239;0;0;16.6;16.5;49.8;17.1;15;0;0;5;5;35;45.8;54.2
45240;5.5;21.7;38;25.9;3.6;5.4;10;15;60;105;71;290;81;19
45241;20.2;6.6;13.3;13.3;33.2;13.3;25;15;5;10;10;60;59.9;40.1
45242;6.6;1.5;65.9;15.3;0;10.7;0;5;1;46;11;71;80.2;19.8
45243;0;34.2;0;47.2;0;18.7;0;0;18;0;25;41;77.8;22.2
45244;25.6;36.7;10.7;19;6.7;1.3;53;201;288;84;150;765;89.8;10.2
45245;0;20;27.9;17.3;21.4;13.3;40;0;37;52;32;153;72.2;27.8
45246;100;0;0;0;0;0;0;5;0;0;0;18;70.1;29.9
45247;4;19.5;13.8;53.7;7.5;1.4;78;42;203;144;560;1102;91.4;8.6
45248;11.4;24;34.7;21.3;5.2;3.4;35;77;163;235;144;657;86.6;13.4
45249;9.2;0;54.5;9.1;27.2;0;15;5;0;30;5;57;85.9;14.1
45250;0;14.3;42.9;0;42.8;0;15;0;5;15;0;22;54.6;45.4
45251;0;20;29;22.3;14.5;14.3;10;0;14;20;15;74;66;34
45252;10.4;31.4;30.2;23.5;4.5;0;265;613;1848;1778;1381;5736;92.5;7.5
45253;5.6;21.4;25.8;38.5;3.8;4.9;24;35;134;162;241;588;89.8;10.2
45254;8.9;15.8;23.6;45.1;2.8;3.8;22;71;126;188;360;749;86.2;13.8
45255;0;27.2;27.2;27.9;17.7;0;10;0;15;15;15;72;68.1;31.9
45256;0;0;0;0;20;80;5;0;0;0;0;28;39.3;60.7
45257;0;21.4;28.9;35.4;14.2;0;10;0;15;20;25;62;78.8;21.2
45258;7.8;19.4;27.5;33.5;10.8;1;110;80;198;280;341;1036;83.6;16.4
45259;6.1;22.9;9.2;43.4;9.2;9.3;15;10;37;15;71;169;80;20
45260;0;0;29.7;35.1;0;35.1;0;0;0;4;5;15;54;46
45261;7.3;13;7.4;57.6;11;3.6;15;10;18;10;78;167;83.3;16.7
45262;0;0;24.9;0;24.9;50.1;5;0;0;5;0;16;24.7;75.3
45263;14.8;16.5;26.6;33.2;8.9;0;5;8;9;15;18;50;78.6;21.4
45264;0;14.2;28.7;14.4;42.7;0;15;0;5;10;5;19;57.9;42.1
45265;20.1;0;60;19.9;0;0;0;5;0;15;5;19;73.6;26.4
45266;0;13.1;13.3;20.8;13.3;39.5;5;0;5;5;8;41;51;49
45268;0;18.7;18.7;37.7;12.4;12.4;10;0;15;15;30;74;68.6;31.4
45269;10.4;26.2;20;25.9;17.6;0;94;56;140;107;138;527;84.8;15.2
45270;8;15.1;14.7;51.5;7.1;3.5;51;58;108;106;369;654;83.3;16.7
45271;12.9;19.4;15.1;22.4;12.9;17.3;15;15;23;18;26;101;73;27
45272;12.5;30.1;12.8;40.7;3.2;0.7;102;398;962;410;1300;3220;92.5;7.5
45273;16.4;30.9;12.7;36.8;2.4;0.8;45;310;583;241;695;1868;94;6
45274;12.1;22.1;27.5;24.2;12.9;1.3;160;150;275;341;300;1143;80;20
45275;0;10.1;51.5;12.6;12.6;13.2;5;0;4;20;5;36;53.7;46.3
45276;0;0;23.2;11.6;46.4;18.8;20;0;0;10;5;47;42.5;57.5
45277;10.9;5.7;21.9;57.7;0;3.7;0;15;8;30;79;138;88.4;11.6
45278;20.1;27.9;15.6;23;11.4;2;28;49;68;38;56;236;84.3;15.7
45279;1.8;14.1;25.6;34.2;16.6;7.8;45;5;38;69;92;271;67.3;32.7
45280;0;0;22.4;40.8;36.8;0;25;0;0;15;28;94;58;42
45281;3.5;17.9;22.8;38.3;17.5;0;64;13;66;84;141;344;83.7;16.3
45282;7.8;26.7;30.2;7.2;22.8;5.2;87;30;102;115;27;347;69.5;30.5
45283;0;0;60.4;39.6;0;0;0;0;0;15;10;18;76.8;23.2
45284;14.8;30.1;19.8;31.5;3.6;0.2;368;1523;3091;2036;3228;10477;93.9;6.1
45285;14.2;26.8;25.9;29.4;3.7;0;257;978;1847;1783;2030;7030;93.7;6.3
45286;13.2;31.4;25.6;19.9;9.9;0;169;227;539;440;342;1803;83.4;16.6
45288;6.2;6.1;18.7;50.2;6.3;12.5;5;5;5;15;40;74;74.5;25.5
45289;0;32.8;35;18.2;14;0;10;0;23;25;13;90;69.3;30.7
45290;7.7;29.3;16;37.6;7.9;1.6;48;47;180;98;231;605;86.4;13.6
45291;7;9.3;32.6;0;37.2;14;40;7;10;35;0;81;57.8;42.2
45292;4.6;21.4;9.3;13.9;4.6;46.2;5;5;23;10;15;90;53.9;46.1
45293;0;27.9;6.4;27.3;32;6.4;25;0;22;5;22;83;61;39
45294;0;0;0;0;24.4;75.6;5;0;0;0;0;11;24.8;75.2
45296;0;13;39.7;27.4;13.2;6.6;10;0;10;30;21;69;76.8;23.2
45297;5.4;13;49.6;15.6;13.7;2.6;53;21;51;193;61;356;87.3;12.7
45298;7.1;28.2;25.5;27.5;10;1.8;137;97;388;350;377;1349;85.2;14.8
45299;0;25;0;0;0;75;0;0;5;0;0;27;55.8;44.2
45300;8.8;23;25.6;27.6;13.2;1.7;73;49;128;142;153;584;77.4;22.6
45301;0;0;0;11;45;44;21;0;0;0;5;26;43.9;56.1
45302;11.3;25.4;31.3;29.4;2.4;0.1;316;1466;3301;4058;3816;12936;95.2;4.8
45303;8.3;5;25.2;30.8;25.6;5.1;25;8;5;25;30;108;55.8;44.2
45305;24.9;0;75.1;0;0;0;0;5;0;15;0;27;62.9;37.1
45306;11.5;11.5;5.7;42.7;5.7;22.9;5;10;10;5;37;72;69.6;30.4
45307;13.3;21.8;15.1;44.5;4.1;1.2;15;49;80;55;163;354;85.3;14.7
45308;15.7;30.1;16.6;34.2;2.9;0.4;54;293;560;308;635;1893;93.4;6.6
45309;7.2;9.2;0;33.4;30.5;19.8;23;5;7;0;25;112;73.6;26.4
45310;11.5;21.6;13.1;49.7;2.5;1.6;26;122;229;138;527;1054;92.8;7.2
45311;14.2;7.2;35.6;14.4;14.3;14.3;10;10;5;25;10;66;73.7;26.3
45312;12.7;8;23.8;31.7;23.8;0;15;8;5;15;20;74;78.4;21.6
45313;0;11.5;23.9;26.7;11.1;26.9;14;0;15;31;35;109;60.1;39.9
45314;20.6;0;59.6;19.9;0;0;0;5;0;15;5;41;64.5;35.5
45315;9.9;21;21.8;39.6;6;1.6;207;342;726;751;1368;3477;91.3;8.7
45316;5.6;9.9;16.8;22.6;45.1;0;40;5;9;15;20;90;63.2;36.8
45317;5;20.7;41.7;21;9.1;2.5;55;30;125;252;127;641;84.6;15.4
45320;6.6;20;16.5;53.5;0;3.4;0;10;30;25;81;162;90;10
45321;0;26.6;45;10.5;0;18;0;0;15;26;6;56;68.9;31.1
45322;0;25.5;0;23.5;25.5;25.5;5;0;5;0;5;10;49.6;50.4
45323;0;20.8;26.7;26;13.3;13.3;5;0;8;10;10;49;61.3;38.7
45324;10.4;12.7;26.6;34.1;10.5;5.7;45;45;55;115;147;455;81.4;18.6
45325;0;20;60;0;0;20;0;0;5;15;0;25;64;36
45326;0;22.8;19.5;48;9.7;0;5;0;12;10;25;64;76.3;23.7
45327;12.8;21.7;21.5;23.7;14.8;5.6;79;68;116;115;127;459;81.2;18.8
45328;0;0;25.4;11.9;62.7;0;12;0;0;5;2;30;27.2;72.8
45329;5.1;12.3;22.7;28;26.9;5.1;53;10;24;45;55;159;59.2;40.8
45330;0;9.4;9.4;33.9;19;28.2;10;0;5;5;18;33;38.2;61.8
45331;4;19.9;32.2;27.9;16.1;0;20;5;25;40;35;72;75;25
45332;2.2;9.6;28;36.2;21;3;70;7;32;93;120;358;80.2;19.8
45333;10.5;26.7;31.4;20.2;5.6;5.6;10;19;48;56;36;210;80;20
45334;0;19;43.3;12.6;12.6;12.6;10;0;15;34;10;91;62.7;37.3
45335;5.6;29.5;28.2;17.8;13.2;5.6;35;15;79;75;47;213;69.8;30.2
45336;3.6;15;36.7;25.7;11.6;7.4;16;5;20;50;35;141;77.3;22.7
45337;0;0;27.3;27.3;0;45.4;0;0;0;15;15;51;50.8;49.2
45338;11.9;23.2;32.3;27.8;4.7;0;131;336;655;912;785;2851;90.6;9.4
45339;0;0;7.2;35.9;21.3;35.5;15;0;0;5;25;43;58.1;41.9
45340;10.8;16.6;16.5;36.2;19.8;0;18;10;15;15;33;87;65.3;34.7
45341;0;0;0;60.4;27.3;12.4;11;0;0;0;25;34;63.4;36.6
45342;0;17;16.6;0;66.4;0;20;0;5;5;0;26;42.6;57.4
45343;0;0;0;71.8;0;28.2;0;0;0;0;13;28;67.6;32.4
