codepostal;ville;nb_pieces;prix_m2
06000;nice;1;2,73
59000;lille;1;20,58
31500;toulouse;1;26,9
06000;nice;3;14,67
34000;montpellier;2;17,82
75016;paris-16eme;6;30,14
59000;lille;3;12,03
75016;paris-16eme;2;37,5
31200;toulouse;3;10,86
34090;montpellier;1;21,48
30000;nimes;3;11,27
76000;rouen;1;17,83
59800;lille;1;#DIV/0!
34090;montpellier;2;14,9
06300;nice;3;22
83200;toulon;2;12,96
83000;toulon;2;1,14
33000;bordeaux;3;14,62
33300;bordeaux;3;14,98
75016;paris-16eme;2;41,88
31000;toulouse;2;12,43
30000;nimes;6;6,5
34000;montpellier;2;19,74
34000;montpellier;3;11,56
75016;paris-16eme;5;55,52
59000;lille;3;12,7
31200;toulouse;3;10,07
31000;toulouse;2;11,11
59000;lille;2;17,12
76000;rouen;1;17,2
13100;aix-en-provence;3;13,78
31200;toulouse;4;10,75
31000;toulouse;1;14,1
33000;bordeaux;1;23,33
33000;bordeaux;1;23,68
31200;toulouse;3;10,57
76000;rouen;1;26,47
76000;rouen;3;12,46
31100;toulouse;2;13,56
31200;toulouse;3;10,47
31200;toulouse;3;11,47
31000;toulouse;2;21,67
34070;montpellier;3;14
31200;toulouse;3;10,88
30000;nimes;1;16,25
13100;aix-en-provence;4;22,14
13100;aix-en-provence;4;22,35
31400;toulouse;2;12,2
31400;toulouse;1;14,09
76000;rouen;3;1,04
34000;montpellier;2;#DIV/0!
75016;paris-16eme;1;31,16
34090;montpellier;2;16,19
59000;lille;2;13,46
34000;montpellier;2;14,11
13100;aix-en-provence;2;19,78
31100;toulouse;3;11,83
31200;toulouse;3;10,85
31500;toulouse;2;13,53
30000;nimes;1;14,33
59000;lille;2;18,77
06000;nice;1;16,67
31000;toulouse;2;21,92
30000;nimes;2;10,61
13100;aix-en-provence;1;21,24
76000;rouen;3;12,3
06200;nice;1;24,41
31000;toulouse;3;14,68
59000;lille;2;12,53
06000;nice;2;20,51
33000;bordeaux;2;14,64
31200;toulouse;3;11,27
31200;toulouse;4;13,57
31000;toulouse;3;12,42
06300;nice;1;24,27
33000;bordeaux;1;#DIV/0!
31300;toulouse;3;1,2
31000;toulouse;6;13,61
33000;bordeaux;4;14,07
75016;paris-16eme;5;26,9
06400;cannes;3;21,82
75116;paris-16eme;1;54,84
31200;toulouse;2;13,02
31100;toulouse;3;11,08
33000;bordeaux;3;#DIV/0!
31200;toulouse;2;14,84
13100;aix-en-provence;1;18,92
31500;toulouse;1;17,08
31000;toulouse;1;18,6
59000;lille;3;11,49
33000;bordeaux;1;18,96
31300;toulouse;2;15
76000;rouen;3;11,3
31000;toulouse;3;18,43
31200;toulouse;3;11,1
75116;paris-16eme;2;34,67
31100;toulouse;2;12,64
13100;aix-en-provence;1;30
75116;paris-16eme;7;40,57
31000;toulouse;2;#DIV/0!
34000;montpellier;1;21,77
34000;montpellier;2;16,94
59000;lille;2;19,72
76000;rouen;2;12,09
33000;bordeaux;3;8,44
31500;toulouse;3;12,07
31100;toulouse;2;11,37
34000;montpellier;2;17,52
13100;aix-en-provence;2;17,46
59000;lille;1;15,58
06000;nice;1;25,86
75016;paris-16eme;5;31,33
31000;toulouse;3;11,57
33000;bordeaux;3;1,21
13090;aix-en-provence;1;24,58
59000;lille;2;19,35
33300;bordeaux;3;12,87
31100;toulouse;1;17,21
13100;aix-en-provence;2;14,76
13080;aix-en-provence;2;23,44
83000;toulon;3;9,33
31400;toulouse;3;11,72
59000;lille;2;22,78
75016;paris-16eme;2;29
13100;aix-en-provence;3;17,98
31200;toulouse;3;11,13
31400;toulouse;3;11,53
31500;toulouse;4;10,83
75016;paris-16eme;1;39,71
59000;lille;2;15,21
31500;toulouse;2;10,28
31000;toulouse;3;10,6
34000;montpellier;2;13,65
31000;toulouse;1;19
76000;rouen;3;11,84
13100;aix-en-provence;3;14,48
06300;nice;3;17,95
31200;toulouse;3;10,92
34000;montpellier;1;14,14
06200;nice;3;16,48
31000;toulouse;1;17,67
34000;montpellier;1;20,65
13100;aix-en-provence;4;17,37
06000;nice;1;20,69
06300;nice;3;14,75
83000;toulon;2;14,86
34090;montpellier;1;18,26
30000;nimes;3;9,12
59000;lille;4;13,59
31200;toulouse;2;#DIV/0!
33200;bordeaux;2;28,89
34000;montpellier;2;23,33
31200;toulouse;4;7,42
31200;toulouse;2;1,29
75016;paris-16eme;2;32,7
59000;lille;1;22,15
34000;montpellier;3;16,38
34000;montpellier;2;14,26
06000;nice;1;29,44
31100;toulouse;4;9,71
31400;toulouse;1;14,42
75116;paris-16eme;2;38,72
31500;toulouse;3;12,02
76000;rouen;2;10,91
30000;nimes;2;12,52
31000;toulouse;2;#DIV/0!
06000;nice;3;15,54
06000;nice;3;18,91
06100;nice;1;22,5
83000;toulon;2;#DIV/0!
34000;montpellier;3;14,6
76000;rouen;2;11,8
31000;toulouse;1;26,19
31000;toulouse;1;#DIV/0!
75016;paris-16eme;3;38,28
31200;toulouse;3;10,91
06000;nice;3;12,99
06400;cannes;3;23,78
59000;lille;2;18,89
59800;lille;3;12,14
13100;aix-en-provence;3;21,13
06300;nice;1;34,71
31000;toulouse;1;19,54
06000;nice;1;20,07
59000;lille;2;13,2
31200;toulouse;2;1,26
31300;toulouse;2;12,34
59800;lille;1;26,83
31000;toulouse;1;#DIV/0!
75016;paris-16eme;2;33,94
31000;toulouse;4;#DIV/0!
33000;bordeaux;5;17,24
31100;toulouse;3;10,63
75016;paris-16eme;2;35,27
31100;toulouse;3;10,36
34000;montpellier;2;18,78
13100;aix-en-provence;1;23,29
30000;nimes;3;9,44
31200;toulouse;2;13,63
34090;montpellier;4;11,07
31200;toulouse;4;10,87
13100;aix-en-provence;1;28,55
31100;toulouse;3;12,21
30900;nimes;1;18,79
31200;toulouse;3;10,87
31000;toulouse;1;#DIV/0!
83000;toulon;2;15
31000;toulouse;2;22,79
76000;rouen;3;11,72
76000;rouen;3;10,65
31000;toulouse;2;#DIV/0!
13100;aix-en-provence;1;25,04
13100;aix-en-provence;1;17,25
59000;lille;1;22,96
33000;bordeaux;1;22,91
13100;aix-en-provence;1;29,12
31000;toulouse;3;17,86
83000;toulon;1;15,56
59000;lille;2;17,61
33000;bordeaux;2;11,94
33000;bordeaux;1;36,43
31000;toulouse;4;#DIV/0!
31200;toulouse;3;11,68
13090;aix-en-provence;3;23,07
13100;aix-en-provence;1;23,45
06300;nice;3;22,55
34070;montpellier;4;12,29
13090;aix-en-provence;3;20,66
34000;montpellier;1;22,01
30900;nimes;3;9,38
83000;toulon;2;13,73
33800;bordeaux;2;34
31000;toulouse;3;13,69
59000;lille;3;1,26
13090;aix-en-provence;2;16,55
59000;lille;2;16,79
59000;lille;3;15,5
13100;aix-en-provence;1;28,1
34070;montpellier;3;10,12
83000;toulon;2;14,36
76000;rouen;1;11,79
06300;nice;1;28,1
83000;toulon;2;14,97
59000;lille;1;19,63
33000;bordeaux;2;16,39
59000;lille;2;17
59000;lille;4;19,33
06000;nice;1;16,13
31000;toulouse;3;#DIV/0!
59000;lille;3;15,06
83000;toulon;2;15,26
31200;toulouse;3;10,14
06400;cannes;2;19,45
31000;toulouse;1;18,4
59000;lille;2;#DIV/0!
31200;toulouse;2;14,21
59000;lille;3;12,86
13080;aix-en-provence;3;12,47
31000;toulouse;1;#DIV/0!
06200;nice;2;15,37
33000;bordeaux;1;20,91
31000;toulouse;3;#DIV/0!
06000;nice;2;17,1
31100;toulouse;3;11,81
59800;lille;2;11,39
31000;toulouse;3;#DIV/0!
34000;montpellier;2;18,57
34070;montpellier;3;12
06200;nice;1;25,13
06200;nice;3;14,35
06300;nice;1;18,63
13100;aix-en-provence;10;7162,16
34000;montpellier;3;10,23
31400;toulouse;1;24
75016;paris-16eme;1;30
31000;toulouse;3;20,6
34000;montpellier;3;13,81
59800;lille;2;12,75
31000;toulouse;1;24,8
06000;nice;2;12,81
34090;montpellier;1;20,76
83000;toulon;2;15,14
34000;montpellier;4;12,22
13090;aix-en-provence;3;14,47
83000;toulon;2;14,65
31300;toulouse;3;12
06300;nice;3;8870,97
59000;lille;1;25,93
06400;cannes;1;19,31
34000;montpellier;2;13,04
31200;toulouse;3;10,3
59000;lille;3;17
76100;rouen;3;16,67
34000;montpellier;1;50,53
06000;nice;2;17,6
75116;paris-16eme;2;39,06
31100;toulouse;1;18,02
59000;lille;2;18,75
34000;montpellier;1;17,92
83000;toulon;1;17,33
33000;bordeaux;2;17,05
76000;rouen;2;20
34000;montpellier;1;16,63
06000;nice;1;26,58
34000;montpellier;1;20,99
06400;cannes;1;31,58
34000;montpellier;2;15,59
34000;montpellier;1;20,26
31400;toulouse;1;16,57
34000;montpellier;2;20,67
34000;montpellier;1;18,48
13090;aix-en-provence;4;13,4
13100;aix-en-provence;2;20,08
13090;aix-en-provence;3;20,58
13100;aix-en-provence;3;15,25
33000;bordeaux;3;13,01
34070;montpellier;1;18,45
75016;paris-16eme;2;36,88
34090;montpellier;3;12,23
30900;nimes;6;2260
06000;nice;2;0
34090;montpellier;3;4040,54
06300;nice;2;2807,97
06400;cannes;4;11000
33300;bordeaux;3;4109,09
76000;rouen;3;2880,43
06200;nice;3;4078,01
06200;nice;1;5103,57
06000;nice;2;4642,86
76000;rouen;3;2466,67
06400;cannes;3;5045,87
06400;cannes;2;5693,64
33000;bordeaux;6;4333,33
76100;rouen;4;2111,27
13090;aix-en-provence;3;3126,67
33200;bordeaux;6;4354,65
13100;aix-en-provence;2;9166,67
06400;cannes;3;6369,05
34080;montpellier;3;3511,88
34000;montpellier;2;3394,34
06000;nice;3;5416,67
33000;bordeaux;3;714,9
06000;nice;5;5578,23
31200;toulouse;4;3156,63
33000;bordeaux;6;3817,65
30900;nimes;2;2029,35
83200;toulon;3;3126,76
34070;montpellier;4;2123,02
31400;toulouse;3;3602,94
33000;bordeaux;4;3800,27
06000;nice;1;3170,73
33200;bordeaux;5;4920,63
33000;bordeaux;3;4175,68
33000;bordeaux;1;6607,54
06400;cannes;3;8461,54
31100;toulouse;3;3264,06
06100;nice;2;3947,37
06200;nice;1;0
31500;toulouse;3;5171,64
06400;cannes;4;5670,45
06300;nice;3;4112,9
06000;nice;5;6416,67
34000;montpellier;4;1987,5
31500;toulouse;3;2809,52
06400;cannes;5;7857,14
31200;toulouse;3;3490,48
31000;toulouse;3;2727,27
33200;bordeaux;6;4333,33
31000;toulouse;5;6730,77
06000;nice;2;3676,47
06000;nice;3;2983,33
33200;bordeaux;4;4174,31
31100;toulouse;3;3838,71
06200;nice;3;2738,36
34000;montpellier;3;3319,44
06300;nice;1;10667,48
31400;toulouse;3;3661,76
34000;montpellier;3;1612,9
06300;nice;2;12200
83100;toulon;3;2533,33
31200;toulouse;3;2395,52
06300;nice;3;2482,53
13100;aix-en-provence;4;6458,33
33000;bordeaux;6;4354,65
30000;nimes;4;1888,89
33000;bordeaux;5;4368,75
83200;toulon;3;2207,55
13100;aix-en-provence;4;5977,01
75116;paris-16eme;7;11950
33000;bordeaux;1;3636,36
06400;cannes;4;6011,24
06000;nice;1;6681,82
06000;nice;3;7560
06000;nice;1;4599,45
06400;cannes;3;3843,14
33000;bordeaux;2;2000
06000;nice;3;8870,97
83000;toulon;3;2000
06000;nice;3;4394,37
33000;bordeaux;3;6206,9
06000;nice;1;3000
33000;bordeaux;2;4487,88
33800;bordeaux;2;0
06300;nice;2;441,53
33000;bordeaux;5;0
31100;toulouse;3;2295,08
33100;bordeaux;3;4319,25
33000;bordeaux;3;4529,41
33800;bordeaux;3;0
31000;toulouse;5;5555,56
06100;nice;3;3569,64
33800;bordeaux;1;0
31400;toulouse;3;2831,67
06000;nice;3;7767,86
31200;toulouse;3;1750
33000;bordeaux;2;6809,52
06000;nice;3;5580
33000;bordeaux;5;5064,58
34000;montpellier;3;4082,99
33000;bordeaux;4;0
33000;bordeaux;3;5863,01
31500;toulouse;3;2386,36
06000;nice;2;5744,68
34000;montpellier;3;4785,71
33000;bordeaux;2;0
06400;cannes;3;5023,52
33800;bordeaux;4;0
06000;nice;1;0
33000;bordeaux;3;0
06000;nice;3;5684,93
06300;nice;2;7350,69
33000;bordeaux;2;2000
31200;toulouse;2;0
75016;paris-16eme;6;15000
83100;toulon;3;1823,53
13090;aix-en-provence;1;4500
34000;montpellier;5;3291,04
33800;bordeaux;4;4606,1
31300;toulouse;3;5000
31500;toulouse;2;5775,66
33000;bordeaux;2;2392,86
13100;aix-en-provence;1;6095,24
31200;toulouse;3;2616,67
33000;bordeaux;2;#DIV/0!
34000;montpellier;2;2903,97
31500;toulouse;3;5338,08
06300;nice;2;4642,86
06400;cannes;2;10400
75016;paris-16eme;3;13014,71
33000;bordeaux;5;5355,56
31000;toulouse;1;6250
31300;toulouse;3;5128,57
06000;nice;3;5507,46
06300;nice;3;#DIV/0!
31500;toulouse;3;4328,36
06400;cannes;1;9413,66
31100;toulouse;3;3783,3
06400;cannes;4;3186,81
75016;paris-16eme;2;12295,08
06400;cannes;2;8552,63
34000;montpellier;3;3725
06400;cannes;3;588,64
59800;lille;2;0
13090;aix-en-provence;1;6052,63
06000;nice;4;5403,67
31200;toulouse;2;3771,43
06300;nice;4;1854,19
33000;bordeaux;5;4925
06300;nice;3;2015,63
06400;cannes;2;8888,89
31500;toulouse;3;3125
06400;cannes;2;8064,52
06400;cannes;4;21000
06400;cannes;2;4509,8
75016;paris-16eme;5;9744,32
59000;lille;3;3925,37
06400;cannes;5;9671,05
06000;nice;3;5625
34000;montpellier;2;3583,33
76000;rouen;5;4325,3
34070;montpellier;4;1657,75
06000;nice;3;3666,67
06400;cannes;7;11074,92
34000;montpellier;1;3625
06400;cannes;3;5175,44
06400;cannes;3;6588,24
06000;nice;3;1698,63
06400;cannes;5;6330,28
06400;cannes;3;9696,97
06200;nice;3;4114,96
06400;cannes;1;7545,45
06400;cannes;4;8191,35
33000;bordeaux;4;2438,95
06000;nice;3;9791,67
06400;cannes;4;4993,33
06400;cannes;1;6862,07
34090;montpellier;3;3906,37
06400;cannes;3;5318,18
33000;bordeaux;3;5950
33000;bordeaux;3;6051,39
06400;cannes;2;6650
31300;toulouse;3;4398,65
83200;toulon;2;2324,32
30000;nimes;3;2145,28
83000;toulon;3;2361,82
31400;toulouse;3;3656,5
06000;nice;1;3600
33000;bordeaux;5;5321,43
34000;montpellier;3;5215,46
06400;cannes;4;6964,6
06400;cannes;2;#DIV/0!
06000;nice;3;6858,97
06400;cannes;3;10249,29
13100;aix-en-provence;1;6041,67
31400;toulouse;5;3363,55
31500;toulouse;4;4098,77
06400;cannes;3;584,19
30900;nimes;3;3234,38
31200;toulouse;3;2406,25
06400;cannes;4;8000
83000;toulon;3;2755,62
31300;toulouse;3;3626,87
76100;rouen;3;0
31400;toulouse;3;3207,46
30000;nimes;2;2586,96
31200;toulouse;3;2200
76100;rouen;15;1370,69
31500;toulouse;5;5727,27
31200;toulouse;3;2362,32
13090;aix-en-provence;2;4142,86
75016;paris-16eme;5;5978,26
06300;nice;6;4666,67
34000;montpellier;3;4187,5
76000;rouen;1;3782,38
31400;toulouse;1;5395,45
06100;nice;2;2840,91
06400;cannes;1;3676,47
13100;aix-en-provence;1;5526,32
31300;toulouse;3;3312,5
06300;nice;3;2455,88
06400;cannes;4;7620,97
31000;toulouse;5;6727,27
59800;lille;4;3750
59800;lille;3;514,16
59000;lille;1;6470,59
31200;toulouse;2;3577,72
06400;cannes;2;5200
31500;toulouse;2;3011,63
31500;toulouse;3;3589,23
31500;toulouse;3;4553,85
06000;nice;3;3529,41
06400;cannes;3;5695,64
31200;toulouse;4;2488,64
31500;toulouse;5;5509,9
59000;lille;2;2640
31200;toulouse;5;3365,22
75016;paris-16eme;2;11679,39
31500;toulouse;5;5199,07
75016;paris-16eme;5;20000
31300;toulouse;5;4420
59800;lille;3;5103,64
06100;nice;5;4950,41
33000;bordeaux;5;4920,63
33000;bordeaux;4;5814,52
06400;cannes;4;4200,07
31300;toulouse;2;5830
31400;toulouse;3;3437,88
13090;aix-en-provence;1;4269,66
31200;toulouse;4;3259,78
31400;toulouse;4;3910,26
31200;toulouse;3;3640,58
13100;aix-en-provence;1;4295,53
75016;paris-16eme;1;10191,85
33000;bordeaux;1;6320,61
13100;aix-en-provence;3;6375
06000;nice;2;5210,53
31000;toulouse;3;3293,7
06100;nice;2;4976,24
31500;toulouse;3;4245,9
75016;paris-16eme;5;16308,33
76000;rouen;1;0
06000;nice;2;3289,47
31200;toulouse;4;3269,23
76000;rouen;1;4111,11
59000;lille;3;3557,14
31500;toulouse;4;4470
76000;rouen;1;4166,67
30000;nimes;4;1840,87
33200;bordeaux;5;3555,56
83200;toulon;4;1533,33
06400;cannes;5;2880
31200;toulouse;3;2758,06
06200;nice;2;5000
06200;nice;1;5000
31200;toulouse;3;3161,76
33000;bordeaux;2;4251,85
06200;nice;3;5541,67
31500;toulouse;2;2651,11
06300;nice;2;3774,85
31300;toulouse;3;3565,22
31300;toulouse;4;4037,04
83000;toulon;2;4040,54
76000;rouen;3;1451,61
06000;nice;3;754,39
31300;toulouse;4;3321,43
06100;nice;3;4172,84
31400;toulouse;3;4235,29
76100;rouen;3;1985,07
06000;nice;2;10505,32
31500;toulouse;4;5182,93
30000;nimes;2;1923,08
30900;nimes;3;1186,67
06400;cannes;3;3879,31
31200;toulouse;3;3796,61
06400;cannes;3;5902,78
75016;paris-16eme;2;11250
06000;nice;3;6534,09
31500;toulouse;2;4034,78
13100;aix-en-provence;1;0
33000;bordeaux;4;4464,29
33200;bordeaux;2;3367,65
31400;toulouse;3;0
13100;aix-en-provence;2;4537,5
31200;toulouse;3;3305,08
06400;cannes;1;5000
31400;toulouse;3;3415
06200;nice;3;880
59000;lille;4;4435,44
59000;lille;2;3358,21
30000;nimes;2;2586,96
31300;toulouse;3;4883,61
31000;toulouse;3;3524,59
33200;bordeaux;2;3344,83
31200;toulouse;4;3398,77
33000;bordeaux;2;4365,38
06000;nice;1;4230,77
06000;nice;3;4852,94
33000;bordeaux;3;5714,29
30000;nimes;3;1365,85
06000;nice;2;0
30000;nimes;3;2676,92
31400;toulouse;3;4351,47
33000;bordeaux;2;6024,59
31500;toulouse;3;3426,47
31200;toulouse;3;3725,81
31300;toulouse;3;0
34070;montpellier;4;2748,15
33000;bordeaux;3;7198,28
33200;bordeaux;5;3836,73
06000;nice;3;9416,67
31200;toulouse;3;2876,71
59000;lille;6;4866,07
31200;toulouse;4;3192,77
34070;montpellier;3;253,57
31300;toulouse;4;4062,11
31200;toulouse;4;2876,71
31000;toulouse;4;7795,45
31000;toulouse;4;7083,33
06400;cannes;3;8288,63
31400;toulouse;4;3783,13
06000;nice;1;9250
76000;rouen;1;3291,67
31300;toulouse;4;4928,57
34000;montpellier;4;2304,88
06000;nice;3;4242,42
06400;cannes;3;5902,78
31200;toulouse;3;2682,54
30000;nimes;4;2117,65
33000;bordeaux;3;4670,89
31400;toulouse;3;3602,94
06000;nice;3;4615,38
30000;nimes;4;2117,65
31400;toulouse;4;4424,11
83200;toulon;3;2525,42
30000;nimes;4;2148,15
06000;nice;3;5476,19
06400;cannes;3;5980,38
33000;bordeaux;2;6497,17
31200;toulouse;3;2903,23
33200;bordeaux;3;5000
83000;toulon;3;508,61
06000;nice;1;3892,86
31200;toulouse;3;2918,33
31500;toulouse;2;3679,79
31000;toulouse;3;2543,86
31200;toulouse;3;2621,21
31500;toulouse;3;3502,36
06000;nice;3;5238,1
31500;toulouse;4;5768,75
31400;toulouse;4;5173,91
34070;montpellier;3;2192,65
31400;toulouse;4;4593,02
06100;nice;2;2931,37
31200;toulouse;4;2564,71
76000;rouen;1;4066,67
31500;toulouse;4;4461,11
34000;montpellier;6;3246,48
75016;paris-16eme;4;11617,35
31000;toulouse;6;4750
06300;nice;4;6929,82
33000;bordeaux;5;3488,37
31300;toulouse;4;4422,54
30000;nimes;3;1729,41
83100;toulon;4;1874,88
31500;toulouse;4;5129,63
31400;toulouse;3;2876,92
06000;nice;3;3684,21
31500;toulouse;2;4789,47
33000;bordeaux;3;4011,9
30000;nimes;2;0
31200;toulouse;4;3429,92
30000;nimes;2;1895,21
31300;toulouse;3;3920,63
30000;nimes;4;2292,26
75016;paris-16eme;3;12785,71
33000;bordeaux;4;4433,33
31000;toulouse;5;5384,62
31500;toulouse;4;3191,85
06400;cannes;3;4178,57
31500;toulouse;4;4444,44
31300;toulouse;3;3586,67
76000;rouen;3;2126,87
31300;toulouse;3;2539,68
34080;montpellier;3;0
33200;bordeaux;3;3483,87
13100;aix-en-provence;2;6571,43
31100;toulouse;3;3290,86
06400;cannes;6;13428,57
83000;toulon;5;8165,29
06000;nice;2;4126,68
31200;toulouse;4;4160,49
75016;paris-16eme;1;13000
13090;aix-en-provence;4;3233,77
31300;toulouse;3;3560
31200;toulouse;2;4548,08
75016;paris-16eme;7;12449,8
31200;toulouse;4;3711,11
13090;aix-en-provence;3;3792,21
31200;toulouse;3;2695,65
33000;bordeaux;4;5042,02
59000;lille;3;4153,76
33000;bordeaux;2;5322,23
30000;nimes;3;1987,5
06000;nice;2;4738,1
06400;cannes;4;4474,36
34090;montpellier;4;2903,68
06000;nice;1;7619,05
33000;bordeaux;4;4605,26
33000;bordeaux;1;6233,33
75016;paris-16eme;2;11120,69
33000;bordeaux;4;4103,13
31200;toulouse;3;2761,54
06100;nice;3;4513,89
06300;nice;6;7707,36
76000;rouen;2;2270,27
33000;bordeaux;7;7142,86
06400;cannes;2;5666,67
33000;bordeaux;4;6167,11
30000;nimes;3;2566,59
75016;paris-16eme;5;14444,44
06400;cannes;3;6000
06000;nice;3;5827,27
75016;paris-16eme;3;11187,5
06000;nice;3;6981,13
33000;bordeaux;3;6316,67
33000;bordeaux;3;6510,87
75016;paris-16eme;1;19000
31400;toulouse;3;2697,62
30000;nimes;7;2351,19
06000;nice;2;4701,67
06100;nice;1;4838,71
34070;montpellier;4;2427,4
06200;nice;1;429,36
06000;nice;4;4197,53
33000;bordeaux;2;5346,32
34070;montpellier;4;2104,17
06200;nice;1;4123,44
31300;toulouse;3;2975,32
34000;montpellier;6;3253,62
06200;nice;2;6066,67
31100;toulouse;2;2486,49
06000;nice;2;7222,22
06000;nice;2;5833,33
30000;nimes;5;2493,75
30000;nimes;2;2191,78
06000;nice;2;791,81
34000;montpellier;3;3186,44
06400;cannes;2;5250
75016;paris-16eme;3;10833,33
06000;nice;3;7129,68
06100;nice;2;4113,64
75016;paris-16eme;4;9652,51
06300;nice;5;6791,04
59000;lille;2;3042,86
75016;paris-16eme;2;12944,44
06000;nice;5;6147,54
06400;cannes;3;3278,41
75116;paris-16eme;1;14340,53
75016;paris-16eme;2;10660,38
06300;nice;5;10340,31
31400;toulouse;2;4435,9
06000;nice;5;4632,77
31200;toulouse;3;3100
31200;toulouse;4;2590,36
06200;nice;2;5000
31200;toulouse;5;3157,89
06100;nice;3;4738,46
13100;aix-en-provence;4;6839,08
83000;toulon;3;2000
06400;cannes;2;5439,71
06400;cannes;1;5830
30000;nimes;3;3234,38
06400;cannes;3;4461,54
06000;nice;5;6509,87
31500;toulouse;2;5609,76
06400;cannes;2;5727,27
31300;toulouse;5;6110,34
59000;lille;3;2449,28
30000;nimes;2;3260,87
06400;cannes;3;6237,5
34070;montpellier;3;1940,3
31400;toulouse;2;3424,24
06400;cannes;4;5776,86
31000;toulouse;3;4086,71
75016;paris-16eme;1;12816,67
76000;rouen;1;3250
06000;nice;3;2650
76000;rouen;1;3250
34090;montpellier;2;3045,45
34000;montpellier;4;7156,86
30000;nimes;4;3357,14
30000;nimes;2;4190,48
34080;montpellier;3;0
30000;nimes;3;2925,37
31500;toulouse;3;2571,43
34000;montpellier;4;4241,38
30000;nimes;3;3447,37
30000;nimes;4;1701,3
06400;cannes;3;6307,69
06400;cannes;6;10965,82
06000;nice;3;3955,22
06000;nice;4;3717,65
83000;toulon;2;3095,24
83000;toulon;3;2288,46
31200;toulouse;3;4100
33000;bordeaux;2;3556,1
31000;toulouse;3;5400
06200;nice;5;6000
83000;toulon;3;1996,88
83000;toulon;2;2102,87
33200;bordeaux;5;4711,54
33000;bordeaux;4;4174,31
31400;toulouse;4;3888,89
06000;nice;5;7251,91
31400;toulouse;3;4216,67
34000;montpellier;4;4766,67
06400;cannes;3;4465,91
06400;cannes;3;638,05
59800;lille;2;5340,91
30000;nimes;3;#DIV/0!
06000;nice;2;4691,42
30000;nimes;2;4027,03
75016;paris-16eme;2;14500
31000;toulouse;3;5128,57
06200;nice;3;6216,22
06300;nice;4;4687,5
31100;toulouse;2;3311,11
06000;nice;3;6716,42
31500;toulouse;1;10666,67
06000;nice;2;5072,46
06000;nice;3;3808,51
06000;nice;2;5952,38
30000;nimes;2;0
83200;toulon;3;1666,67
06000;nice;3;6640,63
83200;toulon;4;2259,26
31100;toulouse;4;1262,8
06000;nice;1;7011,39
06400;cannes;3;7320
31170;toulouse;4;4037,5
06000;nice;4;6036,59
31000;toulouse;3;5755,56
06200;nice;2;4224,89
06000;nice;4;3545,28
06000;nice;4;3545,28
06200;nice;3;4513,89
31200;toulouse;3;3091,94
33300;bordeaux;3;3500
06000;nice;3;3282,13
33000;bordeaux;1;6068,97
13100;aix-en-provence;1;0
06000;nice;3;6168,83
31200;toulouse;3;4424,59
31200;toulouse;2;4600
06200;nice;2;5191,49
31500;toulouse;4;3153,85
06000;nice;8;8000
34070;montpellier;3;3140,63
33000;bordeaux;1;0
06200;nice;2;4615,01
06200;nice;3;5809,52
31100;toulouse;4;3225,61
31100;toulouse;4;3131,33
34070;montpellier;3;2260,42
31100;toulouse;5;4026,88
31100;toulouse;2;4500
31100;toulouse;3;3315,87
31100;toulouse;3;3617,65
31300;toulouse;4;3060,98
76100;rouen;3;1747,93
59000;lille;1;3709,68
31100;toulouse;4;4569,89
06000;nice;3;14062,5
31100;toulouse;4;3711,88
06400;cannes;3;5942,03
06000;nice;2;5250
33000;bordeaux;3;6671,64
13100;aix-en-provence;2;6000
33000;bordeaux;3;4892,31
31400;toulouse;3;2710,14
34000;montpellier;2;3376,44
30000;nimes;4;1634,19
30000;nimes;4;1623,8
33100;bordeaux;3;4637,5
34000;montpellier;2;3666,67
59000;lille;3;3571,43
31300;toulouse;3;2544,78
30000;nimes;4;1500
33000;bordeaux;3;5055,38
06200;nice;2;5121,95
76100;rouen;1;0
06300;nice;3;7645,09
06000;nice;4;13,99
34070;montpellier;3;4769,23
75016;paris-16eme;3;11562,5
76100;rouen;5;2066,67
31200;toulouse;2;11,85
76000;rouen;1;0
30000;nimes;2;2435,9
06400;cannes;5;8302,16
33000;bordeaux;4;4550
06000;nice;2;6304,35
31400;toulouse;1;4850
34070;montpellier;4;2822,86
76100;rouen;1;0
30900;nimes;3;2968,45
76100;rouen;2;0
31200;toulouse;2;2764,71
76100;rouen;3;2102,45
76000;rouen;1;0
76000;rouen;2;0
06400;cannes;3;588,64
06200;nice;3;412,01
31200;toulouse;2;2756,41
59000;lille;3;4770,99
59000;lille;3;4454,55
31000;toulouse;3;0
34000;montpellier;4;3275
13090;aix-en-provence;1;4631,58
76000;rouen;4;3000
06100;nice;3;3064,52
06100;nice;1;3690,63
33000;bordeaux;1;#DIV/0!
06400;cannes;2;0
06200;nice;3;4112,9
06100;nice;4;2686,9
34070;montpellier;4;2540,54
31000;toulouse;3;5500
31200;toulouse;3;2444,44
31000;toulouse;3;4976,38
06200;nice;3;7087,91
06300;nice;2;1597,56
31500;toulouse;3;2678,57
83000;toulon;3;2805,97
06000;nice;1;9035,84
75016;paris-16eme;2;5100
30000;nimes;3;2393,44
06100;nice;3;2868,85
06300;nice;1;5350
06200;nice;2;5785,12
13100;aix-en-provence;4;2739,13
76000;rouen;2;2711,11
06200;nice;3;6083,33
06300;nice;2;7031,25
59000;lille;2;6004,99
83200;toulon;3;2258,06
06000;nice;3;5262,15
