libcom_source;Nombre d’habitants de la commune;Mise en commun d'agents de police municipale entre communes;nb_agents de police municipale;nb_ASVP;Nombre de gardes-champêtres;Nombre de maîtres chiens de police municipale;Nombre de chiens de patrouille de police municipale;Nombre de communes ou EPCI doté(e)s d’une brigade canine;DEP;INSEE_COM
CRIEL SUR MER;2800.0;0;0;2;0;0;0;0;76;76192
DARNETAL;9800.0;0;3;0;0;0;0;0;76;76212
Déville lès Rouen;10500.0;0;5;;0;0;0;0;76;76216
DIEPPE;28216.0;0;12;6;0;0;0;0;76;76217
DUCLAIR;4200.0;0;3;0;0;0;0;0;76;76222
ELBEUF;16515.0;0;6;1;0;0;0;0;76;76231
EU;6612.0;0;6;0;0;0;0;0;76;76255
FECAMP;18041.0;0;7;0;0;0;0;0;76;76259
FONTAINE EN BRAY;180.0;0;0;0;1;0;0;0;76;76269
FRANQUEVILLE SAINT PIERRE;6200.0;0;3;0;0;0;0;0;76;76475
GOURNAY EN BRAY;6138.0;0;3;1;0;0;0;0;76;76312
GRAND-COURONNE;9533.0;0;5;3;0;0;0;0;76;76319
GRAND-COURONNE;9930.0;0;5;3;0;0;0;0;76;76319
Harfleur;8619.0;0;2;4;0;0;0;0;76;76341
INCHEVILLE;1230.0;0;1;0;0;0;0;0;76;76374
ISNEAUVILLE;3618.0;0;0;0;1;0;0;0;76;76377
LE GRAND QUEVILLY;26000.0;0;14;4;0;2;2;1;76;76322
Le Havre;172000.0;0;75;34;0;0;0;0;76;76351
le houlme;4100.0;0;1;0;0;0;0;0;76;76366
LE MESNIL-ESNARD;8227.0;0;4;0;0;1;1;1;76;76429
LE TREPORT;4680.0;0;5;2;0;1;1;1;76;76711
LES GRANDES-VENTES;1810.0;1;1;0;0;0;0;0;76;76321
LUNERAY;2205.0;0;0;0;1;0;0;0;76;76400
MALAUNAY;6156.0;0;3;0;0;2;2;1;76;76402
MAROMME;10663.0;0;5;0;0;0;0;0;76;76410
MARTIN-EGLISE;1600.0;0;1;0;0;0;0;0;76;76414
MONTIVILLIERS;16287.0;0;5;0;0;1;1;1;76;76447
Mont-Saint-Aignan;19732.0;0;6;2;0;0;0;0;76;76451
MONTVILLE;4700.0;0;4;0;0;0;0;0;76;76452
NEUFCHATEL EN BRAY;4887.0;0;2;0;0;0;0;0;76;76462
NOTRE DAME DE BONDEVILLE;7061.0;0;3;0;0;0;0;0;76;76474
NULLEMONT;133.0;0;0;0;1;0;0;0;76;76479
Octeville sur mer;6000.0;0;3;0;0;0;0;0;76;76481
offranville;3500.0;0;0;0;1;0;0;0;76;76482
Oissel;12299.0;0;2;0;1;0;0;0;76;76484
PARC D'ANXTOT;592.0;0;0;0;1;0;0;0;76;76494
PAVILLY;6263.0;0;4;0;0;0;0;0;76;76495
Petit-Caux;9792.0;0;0;0;5;0;0;0;76;76618
Petit-Couronne;8874.0;0;6;4;0;0;0;0;76;76497
Petit-quevilly;22500.0;0;9;4;0;0;0;0;76;76498
QUINCAMPOIX;3092.0;0;0;0;1;0;0;0;76;76517
ROUEN;11393.0;0;65;8;0;0;0;0;76;76540
SAINT ETIENNE DU ROUVRAY;28500.0;0;9;11;0;0;0;0;76;76575
SAINT JACQUES SUR DARNETAL;3089.0;0;0;1;0;0;0;0;76;76591
SAINT PIERRE DE VARENGEVILLE;2323.0;0;1;0;0;0;0;0;76;76636
SAINT ROMAIN DE COLBOSC;4200.0;0;2;0;0;0;0;0;76;76647
saint valery en caux;4200.0;0;2;1;0;0;0;0;76;76655
Saint-Aubin-lès-Elbeuf;8175.0;0;0;0;1;0;0;0;76;76561
Saint-Pierre-Les-Elbeuf;8354.0;0;4;0;0;0;0;0;76;76640
SAINT-SAENS;2362.0;0;1;0;0;0;0;0;76;76648
Sainte-Adresse;7576.0;0;3;2;0;0;0;0;76;76552
SAINTE-AUSTREBERTHE;629.0;0;0;1;0;0;0;0;76;76566
SOTTEVILLE LES ROUEN;28598.0;0;11;3;0;0;0;0;76;76681
TORCY LE GRAND;821.0;1;1;0;0;0;0;0;76;76697
Veules-les-Roses;564.0;0;0;2;0;0;0;0;76;76735
Yvetot;12000.0;0;7;0;0;0;0;0;76;76758
Annet-Sur-Marne;3322.0;0;1;1;0;0;0;0;77;77005
Avon;14000.0;1;8;2;0;2;2;1;77;77014
Bagneaux-Sur-Loing;1650.0;0;1;0;0;0;0;0;77;77016
Bailly-Romainvilliers;7500.0;0;6;1;0;0;0;0;77;77018
Barbizon;1246.0;0;0;0;1;0;0;0;77;77022
Bois-Le-Roi;6061.0;0;5;1;0;1;1;1;77;77037
Boissise-La-Bertrand;1160.0;0;0;1;0;0;0;0;77;77039
Boissise-Le-Roi;3800.0;0;2;0;0;0;0;0;77;77040
Boissy-Le-Chatel;3259.0;0;2;0;0;0;0;0;77;77042
Bourron-Marlotte;2900.0;0;1;0;0;0;0;0;77;77048
Bray-Sur-Seine;2276.0;0;1;0;0;0;0;0;77;77051
Brie-Comte-Robert;19129.0;1;12;4;0;0;0;0;77;77053
Brou-Sur-Chantereine;4435.0;0;3;0;0;0;0;0;77;77055
Bussy-Saint-Georges;26597.0;0;33;7;0;1;1;1;77;77058
Cesson;10978.0;0;7;0;0;2;2;1;77;77067
Chailly-En-Biere;2196.0;0;1;0;0;0;0;0;77;77069
Chalautre-La-Grande;695.0;0;0;0;1;0;0;0;77;77072
Chalifert;1300.0;0;1;0;0;0;0;0;77;77075
Champagne-Sur-Seine;6350.0;0;3;0;0;0;0;0;77;77079
Chartrettes;2554.0;1;1;0;0;0;0;0;77;77096
Chateau-Landon;3001.0;0;1;0;0;0;0;0;77;77099
Chauconin-Neufmontiers;3449.0;0;0;1;0;0;0;0;77;77335
Chaumes-En-Brie;3250.0;0;1;0;0;0;0;0;77;77107
Chelles;56024.0;0;38;8;1;3;3;1;77;77108
Chessy;6020.0;0;8;2;0;0;0;0;77;77111
Chevry-Cossigny;3996.0;1;2;0;0;0;0;0;77;77114
Choisy-En-Brie;1326.0;0;0;1;0;0;0;0;77;77116
Claye-Souilly;12500.0;1;13;3;0;0;0;0;77;77118
Combs-La-Ville;22653.0;0;8;3;0;0;0;0;77;77122
Compans;800.0;0;1;1;0;0;0;0;77;77123
Coubert;1898.0;0;0;1;0;0;0;0;77;77127
Couilly-Pont-Aux-Dames;2175.0;0;1;0;0;0;0;0;77;77128
Coulommiers;14757.0;0;7;2;0;0;0;0;77;77131
Coupvray;3000.0;0;5;0;0;1;1;1;77;77132
Courtry;6707.0;0;6;5;0;1;1;1;77;77139
Crecy-La-Chapelle;4713.0;0;4;1;0;0;0;0;77;77142
Cregy-Les-Meaux;5274.0;0;3;0;0;0;0;0;77;77143
Croissy-Beaubourg;2027.0;0;0;4;0;0;0;0;77;77146
Crouy-Sur-Ourcq;1948.0;0;1;0;0;0;0;0;77;77148
Dammarie-Les-Lys;22274.0;0;8;3;0;1;1;1;77;77152
Dampmart;3417.0;0;1;1;0;0;0;0;77;77155
Egreville;2159.0;0;1;0;0;0;0;0;77;77168
Emerainville;7691.0;0;7;8;0;0;0;0;77;77169
Esbly;6451.0;0;3;2;0;0;0;0;77;77171
Faremoutiers;2892.0;0;4;0;0;0;0;0;77;77176
Ferrieres-En-Brie;3803.0;0;2;0;0;0;0;0;77;77181
Fontainebleau;15407.0;0;10;1;0;0;0;0;77;77186
Fontenay-Tresigny;5800.0;0;4;1;0;0;0;0;77;77192
Forges;425.0;0;0;1;0;0;0;0;77;77194
Gretz-Armainvilliers;8545.0;0;2;4;0;0;0;0;77;77215
Grisy-Suisnes;2530.0;0;1;0;0;0;0;0;77;77217
Guignes;4300.0;0;0;1;0;0;0;0;77;77222
Hericy;2700.0;1;1;0;0;0;0;0;77;77226
Isles-Les-Villenoy;1160.0;0;0;0;2;0;0;0;77;77232
Jouarre;4390.0;0;2;0;0;0;0;0;77;77238
La Chapelle-Gauthier;1540.0;0;1;0;0;0;0;0;77;77086
La Chapelle-La-Reine;2418.0;0;1;0;0;0;0;0;77;77088
La Ferte-Gaucher;4950.0;0;3;3;0;0;0;0;77;77182
La Ferte-Sous-Jouarre;9722.0;0;8;6;0;0;0;0;77;77183
La Grande-Paroisse;2868.0;0;1;0;0;0;0;0;77;77210
La Rochette;3883.0;0;3;1;0;0;0;0;77;77389
Lagny-Sur-Marne;21539.0;0;9;3;0;2;2;1;77;77243
Le Chatelet-En-Brie;4406.0;0;1;1;0;0;0;0;77;77100
Le Mee-Sur-Seine;21000.0;0;14;4;0;2;3;1;77;77285
Lescherolles;458.0;0;0;0;1;0;0;0;77;77247
Lesigny;7269.0;0;3;0;0;0;0;0;77;77249
Lieusaint;16000.0;0;3;3;0;0;0;0;77;77251
Limoges-Fourches;567.0;0;0;1;0;0;0;0;77;77252
Lizy-Sur-Ourcq;3700.0;0;2;1;0;0;0;0;77;77257
Lognes;14063.0;0;10;5;0;0;0;0;77;77258
Longueville;1810.0;0;1;1;0;0;0;0;77;77260
Magny-Le-Hongre;9257.0;0;6;2;0;0;0;0;77;77268
Mareuil-Les-Meaux;3272.0;0;1;0;0;0;0;0;77;77276
Marolles-Sur-Seine;1847.0;0;1;0;0;0;0;0;77;77279
Meaux;56229.0;0;71;15;0;0;0;0;77;77284
MELUN;41139.0;0;30;10;0;4;4;1;77;77288
Mery-Sur-Marne;673.0;1;0;0;0;0;0;0;77;77290
Messy;1112.0;1;0;0;0;0;0;0;77;77292
Moissy-Cramayel;17984.0;0;8;4;0;0;0;0;77;77296
Montereau-Fault-Yonne;20712.0;0;19;3;0;3;3;1;77;77305
Montevrain;12870.0;0;11;1;0;1;2;1;77;77307
Montigny-Sur-Loing;2735.0;0;1;0;0;0;0;0;77;77312
Montry;3736.0;0;2;0;0;0;0;0;77;77315
Moret Loing Et Orvanne;12439.0;0;2;1;0;0;0;0;77;77316
Mouroux;5800.0;0;2;4;0;0;0;0;77;77320
Nandy;6306.0;0;1;2;0;0;0;0;77;77326
Nangis;8775.0;0;3;4;0;1;1;1;77;77327
Nanteuil-Les-Meaux;6218.0;0;3;0;0;0;0;0;77;77330
Nemours;13250.0;0;3;2;0;0;0;0;77;77333
Noisiel;16067.0;0;16;3;0;0;0;0;77;77337
Othis;6739.0;0;3;0;0;0;0;0;77;77349
Ozoir-La-Ferriere;20726.0;0;17;2;0;0;0;0;77;77350
Pamfou;948.0;0;0;1;0;0;0;0;77;77354
Pommeuse;2888.0;0;2;0;0;0;0;0;77;77371
Pomponne;4221.0;0;2;1;0;0;0;0;77;77372
Pontault-Combault;38370.0;0;14;4;0;0;0;0;77;77373
Pringy;3000.0;0;3;0;0;1;1;1;77;77378
Provins;12000.0;0;8;2;0;0;0;0;77;77379
Quincy-Voisins;5468.0;0;2;0;0;0;0;0;77;77382
Roissy-En-Brie;23000.0;0;15;3;0;1;1;1;77;77390
Rozay-En-Brie;2844.0;0;2;0;0;0;0;0;77;77393
Rubelles;2854.0;0;0;1;0;0;0;0;77;77394
Saacy-Sur-Marne;1853.0;1;1;1;0;0;0;0;77;77397
Saint-Fargeau-Ponthierry;14000.0;0;11;0;0;1;1;1;77;77407
Saint-Germain-Sur-Morin;3818.0;0;2;1;0;0;0;0;77;77413
Saint-Mammes;3500.0;0;1;1;0;0;0;0;77;77419
Saint-Mard;3875.0;0;0;1;0;0;0;0;77;77420
Saint-Pathus;6150.0;0;1;2;0;0;0;0;77;77430
Saint-Pierre-Les-Nemours;5600.0;0;2;1;0;0;0;0;77;77431
Samois-Sur-Seine;2087.0;1;2;0;0;0;0;0;77;77441
Samoreau;2456.0;1;1;0;0;0;0;0;77;77442
Savigny-Le-Temple;31000.0;0;6;1;0;0;0;0;77;77445
Seine-Port;1901.0;0;0;0;1;0;0;0;77;77447
Serris;9324.0;0;10;0;0;0;0;0;77;77449
Servon;3233.0;1;3;0;0;0;0;0;77;77450
Souppes-Sur-Loing;5498.0;0;7;1;0;0;0;0;77;77458
Thomery;3600.0;0;1;0;0;0;0;0;77;77463
Thorigny-Sur-Marne;10963.0;0;3;3;0;0;0;0;77;77464
Torcy;23350.0;0;8;1;0;0;0;0;77;77468
Tournan-En-Brie;8631.0;0;4;1;0;0;0;0;77;77470
Trilport;5073.0;0;2;1;0;0;0;0;77;77475
Ury;880.0;0;0;0;1;0;0;0;77;77477
Vaires-Sur-Marne;13383.0;0;9;2;0;0;0;0;77;77479
Vaux-Le-Penil;10985.0;0;5;0;0;0;0;0;77;77487
Verneuil-L'etang;3225.0;0;0;1;0;0;0;0;77;77493
Vernou-La-Celle-Sur-Seine;2643.0;0;1;0;0;0;0;0;77;77494
Vert-Saint-Denis;7500.0;0;3;0;0;0;0;0;77;77495
Villeneuve-Le-Comte;1852.0;0;0;1;0;0;0;0;77;77508
Villeneuve-Saint-Denis;956.0;0;0;0;1;0;0;0;77;77510
Villenoy;4903.0;0;1;0;0;0;0;0;77;77513
Villeparisis;26678.0;0;9;3;0;0;0;0;77;77514
Villevaude;2134.0;0;2;1;0;0;0;0;77;77517
Villiers-Sur-Morin;1941.0;0;1;0;0;0;0;0;77;77521
Vulaines-Sur-Seine;2810.0;1;1;0;0;0;0;0;77;77533
ABLIS;3538.0;0;0;1;0;0;0;0;78;78003
ACHERES;21053.0;0;5;1;0;0;0;0;78;78005
ANDRESY;14000.0;0;6;2;0;0;0;0;78;78015
AUBERGENVILLE;11974.0;0;8;3;0;0;0;0;78;78029
BAILLY;3662.0;0;2;0;0;0;0;0;78;78043
BEYNES;7650.0;0;2;0;0;0;0;0;78;78062
BOIS D'ARCY;16000.0;0;4;2;0;0;0;0;78;78073
BONNELLES;2079.0;0;0;0;1;0;0;0;78;78087
BONNIERES SUR SEINE;4829.0;0;0;3;0;0;0;0;78;78089
BOUGIVAL;9000.0;0;6;1;0;0;0;0;78;78092
BREVAL;1827.0;0;0;1;0;0;0;0;78;78107
BUC;6301.0;0;0;1;1;0;0;0;78;78117
BUCHELAY;3329.0;0;3;1;0;0;0;0;78;78118
CARRIERES SOUS POISSY;16248.0;0;11;1;0;2;2;1;78;78123
CARRIERES SUR SEINE;15003.0;0;11;2;0;0;0;0;78;78124
CELLE-SAINT-CLOUD (LA);21032.0;0;1;1;0;0;0;0;78;78126
CHANTELOUP LES VIGNES;10394.0;0;5;2;0;0;0;0;78;78138
CHATOU;30801.0;0;16;3;0;0;0;0;78;78146
CHAVENAY;1851.0;0;0;0;1;0;0;0;78;78152
CHESNAY-ROCQUENCOURT (LE);31233.0;0;14;5;0;3;0;1;78;78158
CHEVREUSE;5600.0;0;1;2;0;0;0;0;78;78160
COIGNIERES;4334.0;0;4;3;0;0;0;0;78;78168
CONFLANS STE HONORINE;35703.0;0;9;6;0;0;0;0;78;78172
CROISSY SUR SEINE;10000.0;0;9;2;0;0;0;0;78;78190
ECQUEVILLY;4194.0;0;2;1;0;0;0;0;78;78206
ELANCOURT;26000.0;0;17;0;0;2;2;1;78;78208
FEUCHEROLLES;3090.0;0;1;0;0;0;0;0;78;78233
FLINS SUR SEINE;2500.0;0;5;0;0;0;0;0;78;78238
FONTENAY LE FLEURY;13000.0;0;4;0;0;0;0;0;78;78242
FRENEUSE;4339.0;0;0;2;0;0;0;0;78;78255
GALLUIS;1201.0;0;0;0;1;0;0;0;78;78262
GARANCIERES;2520.0;0;1;0;0;0;0;0;78;78265
GARGENVILLE;7800.0;0;3;1;0;0;0;0;78;78267
GOMMECOURT;679.0;0;0;1;0;0;0;0;78;78276
GUYANCOURT;29500.0;0;11;3;0;0;0;0;78;78297
HARDRICOURT;2501.0;0;0;3;0;0;0;0;78;78299
HOUDAN;3640.0;0;1;1;0;0;0;0;78;78310
HOUILLES;32800.0;0;12;2;0;0;0;0;78;78311
JOUY EN JOSAS;8312.0;0;1;2;0;0;0;0;78;78322
JUZIERS;3889.0;0;1;0;0;0;0;0;78;78327
LIMAY;18000.0;0;0;3;0;0;0;0;78;78335
LOUVECIENNES;7400.0;0;4;1;0;0;0;0;78;78350
MAGNANVILLE;6300.0;0;0;2;0;0;0;0;78;78354
MAGNY LES HAMEAUX;9418.0;0;4;0;0;0;0;0;78;78356
MAISONS LAFFITTE;23600.0;0;17;3;0;0;0;0;78;78358
MANTES LA JOLIE;44500.0;0;23;6;0;1;1;1;78;78361
MANTES LA VILLE;20975.0;0;5;3;0;0;0;0;78;78362
MAREIL-MARLY;3600.0;0;0;1;0;0;0;0;78;78367
MARLY LE ROI;16400.0;0;3;4;0;0;0;0;78;78372
MAULE;6100.0;0;2;1;0;0;0;0;78;78380
MAURECOURT;4500.0;0;1;0;0;0;0;0;78;78382
MAUREPAS;18267.0;0;7;3;0;0;0;0;78;78383
MEULAN-EN-YVELINES;9170.0;0;7;5;0;0;0;0;78;78401
MEZY SUR  SEINE;2296.0;0;0;1;0;0;0;0;78;78403
MONTESSON;15013.0;0;6;2;0;0;0;0;78;78418
MONTFORT L'AMAURY;3100.0;0;1;2;0;0;0;0;78;78420
MONTIGNY LE BRETONNEUX;33123.0;0;15;11;0;1;1;1;78;78423
NEAUPHLE-LE-CHATEAU;3385.0;0;1;1;0;0;0;0;78;78442
NOISY LE ROI;7920.0;0;2;0;0;0;0;0;78;78455
ORGERUS;2300.0;0;1;0;0;0;0;0;78;78465
PERRAY EN YVELINES (LE);6800.0;0;3;0;0;0;0;0;78;78486
PLAISIR;31365.0;0;16;3;0;2;2;1;78;78490
POISSY;37053.0;0;44;3;0;3;3;1;78;78498
PORCHEVILLE;3244.0;0;2;0;0;0;0;0;78;78501
RAMBOUILLET;27141.0;0;10;4;0;0;0;0;78;78517
ROSNY SUR SEINE;6800.0;0;5;0;0;0;0;0;78;78531
SAINT ARNOULT EN YVELINES;6200.0;0;4;0;0;0;0;0;78;78537
SAINT CYR L'ECOLE;18221.0;0;4;3;0;0;0;0;78;78545
SAINT GERMAIN EN LAYE;44000.0;0;29;5;0;2;2;1;78;78551
SAINT NOM LA BRETECHE;5130.0;0;2;0;0;0;0;0;78;78571
SAINT REMY LES CHEVREUSE;8000.0;0;5;1;0;0;0;0;78;78575
SARTROUVILLE;52716.0;0;31;3;0;0;0;0;78;78586
SEPTEUIL;2300.0;0;1;0;0;0;0;0;78;78591
TRAPPES;32584.0;0;6;4;0;0;0;0;78;78621
TRIEL SUR SEINE;12500.0;0;13;3;0;0;0;0;78;78624
VAUX SUR SEINE;4788.0;0;2;0;0;0;0;0;78;78638
VELIZY VILLACOUBLAY;23276.0;0;19;7;0;0;0;0;78;78640
VERNEUIL SUR SEINE;16000.0;1;5;3;0;0;0;0;78;78642
VERNOUILLET;10050.0;1;3;2;0;0;0;0;78;78643
VERSAILLES;85771.0;0;21;35;0;0;0;0;78;78646
VILLENNES SUR SEINE / MEDAN;6600.0;1;7;0;0;0;0;0;78;78672
VILLEPREUX;11583.0;0;5;0;0;0;0;0;78;78674
VIROFLAY;16000.0;0;9;3;0;0;0;0;78;78686
VOISINS LE BRETONNEUX;11000.0;0;6;0;0;0;0;0;78;78688
AIFFRES;5603.0;0;1;0;0;0;0;0;79;79003
AIRVAULT;3338.0;0;1;1;0;0;0;0;79;79005
BRESSUIRE;20726.0;0;5;0;0;0;0;0;79;79049
CHAURAY;7136.0;0;2;0;0;0;0;0;79;79081
COULON;2317.0;0;1;0;0;0;0;0;79;79100
COULONGES SUR L’AUTIZE;2398.0;0;0;0;1;0;0;0;79;79101
LA CRECHE;5918.0;0;1;0;0;0;0;0;79;79048
FENIOUX;648.0;0;0;0;1;0;0;0;79;79119
MAULEON;8758.0;0;1;0;0;0;0;0;79;79079
MAUZE SUR LE MIGNON;2902.0;0;0;0;1;0;0;0;79;79170
MELLE;6529.0;0;0;1;1;0;0;0;79;79174
LA MOTTE SAINT HERAY;1708.0;1;0;1;0;0;0;0;79;79184
NIORT;59652.0;0;21;13;0;1;1;1;79;79191
NUEIL LES AUBIERS;5631.0;0;1;0;0;0;0;0;79;79195
PAMPROUX;1746.0;0;0;1;0;0;0;0;79;79201
PARTHENAY;10638.0;0;7;1;0;0;0;0;79;79202
PRAHECQ;2240.0;0;0;1;0;0;0;0;79;79216
SAINT LOUP LAMAIRE;1027.0;0;0;1;0;0;0;0;79;79268
SAINT VARENT;2453.0;0;1;0;0;0;0;0;79;79299
THOUARS;14275.0;0;0;3;0;0;0;0;79;79329
ABBEVILLE;23246.0;0;12;4;0;0;0;0;80;80001
AILLY-SUR-NOYE;2833.0;0;0;2;0;0;0;0;80;80010
AIRAINES;2415.0;0;1;0;0;0;0;0;80;80013
ALBERT;9945.0;0;2;4;1;0;0;0;80;80016
AMIENS;150000.0;0;89;52;0;0;0;0;80;80021
AULT;1431.0;0;0;1;0;0;0;0;80;80039
BEUVRAIGNES;862.0;0;0;0;1;0;0;0;80;80101
BOUTTENCOURT;939.0;0;0;0;1;0;0;0;80;80126
BOUZINCOURT;554.0;0;0;0;1;0;0;0;80;80129
BOVES;3300.0;0;2;0;0;0;0;0;80;80131
BRAY-SUR-SOMME;1248.0;0;1;0;0;0;0;0;80;80136
BROUCHY;506.0;0;0;1;0;0;0;0;80;80144
CAMON;4363.0;0;3;0;0;0;0;0;80;80164
CAYEUX-SUR-MER;2476.0;0;0;2;2;0;0;0;80;80182
CONTY;1825.0;0;0;1;0;0;0;0;80;80211
CORBIE;6600.0;0;3;0;0;0;0;0;80;80212
CRECY-EN-PONTHIEU;1460.0;0;0;0;1;0;0;0;80;80222
DARGNIES;1221.0;0;0;0;1;0;0;0;80;80235
DERNANCOURT;573.0;0;0;0;1;0;0;0;80;80238
DOMART-EN-PONTHIEU;1076.0;0;0;0;1;0;0;0;80;80241
DOMPIERRE-BECQUINCOURT;723.0;0;0;0;1;0;0;0;80;80247
DOULLENS;5257.0;0;3;0;0;0;0;0;80;80253
EQUENNES-ERAMECOURT;293.0;0;0;0;1;0;0;0;80;80276
ERCHEU;780.0;0;0;0;1;0;0;0;80;80279
FLIXECOURT;3310.0;0;0;0;1;0;0;0;80;80318
FORT-MAHON-PLAGE;1300.0;0;1;1;0;0;0;0;80;80333
FOUILLOY;1845.0;0;0;1;0;0;0;0;80;80338
FRESSENNEVILLE;2224.0;0;1;0;0;0;0;0;80;80360
FRIVILLE-ESCARBOTIN;4599.0;0;0;1;0;0;0;0;80;80368
GAMACHES;2585.0;0;1;2;0;0;0;0;80;80373
HAM;4559.0;0;2;0;0;0;0;0;80;80410
LE CROTOY;2014.0;0;1;3;0;0;0;0;80;80228
LONGUEAU;5810.0;0;5;0;0;0;0;0;80;80489
LUCHEUX;532.0;0;0;0;1;0;0;0;80;80495
MEAULTE;1281.0;0;0;0;1;0;0;0;80;80523
MERS-LES-BAINS;2747.0;0;0;4;0;0;0;0;80;80533
MONS-BOUBERT;558.0;0;0;0;1;0;0;0;80;80556
MONTDIDIER;6174.0;0;5;2;0;0;0;0;80;80561
MOREUIL;4040.0;0;2;0;0;0;0;0;80;80570
NESLE;2376.0;0;1;0;0;0;0;0;80;80585
NOUVION;1327.0;0;0;0;1;0;0;0;80;80598
PARVILLERS-LE-QUESNOY;234.0;0;0;0;1;0;0;0;80;80617
PERONNE;7652.0;0;3;2;0;0;0;0;80;80620
PLACHY-BUYON;878.0;0;0;0;1;0;0;0;80;80627
PONT-DE-METZ;2487.0;0;1;0;0;0;0;0;80;80632
QUEND;1168.0;0;1;1;0;0;0;0;80;80649
RIVERY;3610.0;0;2;1;0;0;0;0;80;80674
ROSIERE-EN-SANTERRE;3017.0;0;1;0;0;0;0;0;80;80680
ROYE;5700.0;0;5;0;0;0;0;0;80;80685
RUE;3300.0;0;2;0;0;0;0;0;80;80688
SAILLY-FLIBEAUCOURT;1041.0;0;0;0;1;0;0;0;80;80692
SAINT-BLIMONT;890.0;0;0;1;1;0;0;0;80;80700
SAINT-SAUVEUR;1341.0;0;0;0;1;0;0;0;80;80718
SAINT-VALERY-SUR-SOMME;2363.0;0;0;3;1;0;0;0;80;80721
SALEUX;3253.0;0;2;0;0;0;0;0;80;80724
SALOUEL;4011.0;0;2;0;0;0;0;0;80;80725
THENNES;626.0;0;0;0;1;0;0;0;80;80751
TOURS-EN-VIMEU;829.0;0;0;0;1;0;0;0;80;80765
VILLERS-BOCAGE;1488.0;0;0;0;1;0;0;0;80;80798
VILLERS-BRETONNEUX;3454.0;0;2;0;0;0;0;0;80;80799
VILLERS-SOUS-AILLY;179.0;0;0;0;1;0;0;0;80;80804
YVRENCH;330.0;0;0;1;0;0;0;0;80;80832
ALBI;50000.0;0;28;8;0;0;0;0;81;81004
CARMAUX;9460.0;0;0;1;0;0;0;0;81;81060
CASTRES;43000.0;0;38;24;0;2;0;1;81;81065
CORDES SUR CIEL;822.0;0;1;0;0;0;0;0;81;81069
DOURGNE;1443.0;0;0;0;1;0;0;0;81;81081
GAILLAC;15588.0;1;10;0;0;0;0;0;81;81099
LABRUGUIERE;6620.0;0;2;0;0;0;0;0;81;81120
LACAUNE;2600.0;0;1;0;0;0;0;0;81;81124
LAVAUR;11229.0;0;5;1;0;0;0;0;81;81140
LISLE SUR TARN;4766.0;0;1;0;0;0;0;0;81;81145
MAZAMET;10500.0;0;7;0;0;0;0;0;81;81163
PUYLAURENS;3160.0;0;1;0;0;0;0;0;81;81219
RABASTENS;6500.0;0;1;1;0;0;0;0;81;81220
REALMONT;3501.0;0;2;1;0;0;0;0;81;81222
ROQUECOURBE;2248.0;0;1;0;0;0;0;0;81;81227
SAINT JUERY;6881.0;0;2;0;0;0;0;0;81;81257
SAINT SULPICE LA POINTE;9498.0;0;6;1;0;0;0;0;81;81271
SOREZE;2878.0;0;1;2;0;0;0;0;81;81288
SOUAL;2600.0;0;1;0;0;0;0;0;81;81289
BEAUMONT DE LOMAGNE;3800.0;0;2;0;0;1;1;1;82;82013
CAUSSADE;7000.0;0;3;0;0;0;0;0;82;82037
GRISOLLES;4100.0;0;1;1;0;0;0;0;82;82075
LABASTIDE SAINT PIERRE;3762.0;0;1;0;0;0;0;0;82;82079
LAFRANCAISE;2916.0;0;2;0;0;0;0;0;82;82087
MOISSAC;13378.0;0;11;0;0;0;0;0;82;82112
MONTAUBAN;64034.0;0;41;8;0;2;3;1;82;82121
MONTECH;6716.0;0;3;0;1;0;0;0;82;82125
NEFREPELISSE;5766.0;0;3;1;0;0;0;0;82;82134
SAINT ANTONIN NOBLE VAL;1610.0;0;1;0;0;0;0;0;82;82155
SEPTFONDS;2275.0;0;1;0;0;0;0;0;82;82179
VERDUN SUR GARONNE;5197.0;0;1;0;0;0;0;0;82;82190
Ampus;937.0;0;0;0;1;0;0;0;83;83003
Artignosc-sur-Verdon;294.0;0;0;1;0;0;0;0;83;83005
Aups;2321.0;0;2;0;0;0;0;0;83;83007
Bagnols-en-Forêt;2921.0;0;2;1;0;0;0;0;83;83008
Bandol;8547.0;0;17;1;0;0;0;0;83;83009
Bargemon;1355.0;0;0;1;1;0;0;0;83;83011
Barjols;3029.0;0;2;0;0;0;0;0;83;83012
Belgentier;2453.0;0;1;1;0;0;0;0;83;83017
Besse-sur-Issole;3082.0;0;3;2;0;0;0;0;83;83018
Bormes-les-Mimosas;8279.0;0;10;2;0;0;0;0;83;83019
Bras;2681.0;0;2;0;0;0;0;0;83;83021
Brignoles;17706.0;0;14;2;1;0;0;0;83;83023
Cabasse;1987.0;0;1;1;0;0;0;0;83;83026
Callas;1987.0;0;1;0;0;0;0;0;83;83028
Callian;3402.0;0;2;1;0;0;0;0;83;83029
Camps-la-Source;1944.0;0;1;0;0;0;0;0;83;83030
Cannet-des-Maures (Le);4338.0;0;4;0;0;0;0;0;83;83031
Carcès;3461.0;0;3;1;0;0;0;0;83;83032
Carnoules;3561.0;0;2;1;0;0;0;0;83;83033
Carqueiranne;9681.0;0;12;2;0;0;0;0;83;83034
Castellet (Le);3915.0;0;1;1;1;0;0;0;83;83035
Cavalaire;7672.0;0;18;1;0;0;0;0;83;83036
